Meeting_ID,Sales_Rep_ID,Sales_Rep_Name,Customer_ID,Call_Date,Call_Time,Call_Duration_Minutes,Customer_Feedback,Customer_Feedback_Rating,Call_Status
62.0,12.0,Yakubu Bello,8.0,2024-06-14 20:22:15.403,15:47:00,17.0,Excellent,5.0,Completed
63.0,16.0,Chika Umeh,9.0,2024-03-30 20:22:15.403,17:40:00,6.0,Very Poor,1.0,Completed
64.0,16.0,Chika Umeh,9.0,2024-09-19 20:22:15.403,19:17:00,29.0,Poor,2.0,Completed
65.0,16.0,Chika Umeh,9.0,2024-11-02 20:22:15.403,09:23:00,26.0,Very Poor,1.0,Completed
66.0,16.0,Chika Umeh,9.0,2025-03-02 20:22:15.403,14:46:00,15.0,Good,4.0,Completed
67.0,16.0,Chika Umeh,9.0,2024-06-14 20:22:15.403,13:18:00,16.0,Excellent,5.0,Completed
68.0,16.0,Chika Umeh,9.0,2024-11-22 20:22:15.403,15:42:00,6.0,Average,3.0,Completed
69.0,16.0,Chika Umeh,9.0,2024-11-26 20:22:15.403,16:08:00,25.0,Average,3.0,Completed
70.0,16.0,Chika Umeh,9.0,2024-10-22 20:22:15.403,12:05:00,2.0,Good,4.0,Completed
71.0,16.0,Chika Umeh,9.0,2024-09-24 20:22:15.403,16:43:00,5.0,Good,4.0,Completed
72.0,16.0,Chika Umeh,9.0,2024-04-28 20:22:15.403,11:25:00,20.0,Excellent,5.0,Completed
73.0,10.0,Chinedu Opara,10.0,2024-05-01 20:22:15.403,18:30:00,26.0,Good,4.0,Completed
74.0,10.0,Chinedu Opara,10.0,2024-10-28 20:22:15.403,09:44:00,21.0,Very Poor,1.0,Completed
75.0,10.0,Chinedu Opara,10.0,2024-11-30 20:22:15.403,12:55:00,6.0,Excellent,5.0,Completed
76.0,10.0,Chinedu Opara,10.0,2025-01-13 20:22:15.403,13:18:00,11.0,Poor,2.0,Completed
77.0,10.0,Chinedu Opara,10.0,2025-01-30 20:22:15.403,15:05:00,17.0,Good,4.0,Completed
78.0,10.0,Chinedu Opara,10.0,2024-03-26 20:22:15.403,11:33:00,23.0,Average,3.0,Completed
79.0,10.0,Chinedu Opara,10.0,2024-04-04 20:22:15.403,19:20:00,6.0,Poor,2.0,Completed
80.0,3.0,Tunde Balogun,11.0,2024-04-09 20:22:15.403,16:09:00,6.0,Good,4.0,Completed
81.0,3.0,Tunde Balogun,11.0,2025-02-22 20:22:15.403,16:44:00,20.0,Very Poor,1.0,Completed
82.0,3.0,Tunde Balogun,11.0,2024-12-01 20:22:15.403,10:12:00,24.0,Good,4.0,Completed
83.0,3.0,Tunde Balogun,11.0,2024-06-27 20:22:15.403,17:50:00,12.0,Poor,2.0,Completed
84.0,3.0,Tunde Balogun,11.0,2024-05-16 20:22:15.403,19:11:00,23.0,Excellent,5.0,Completed
85.0,3.0,Tunde Balogun,11.0,2024-06-23 20:22:15.403,18:25:00,10.0,Excellent,5.0,Completed
86.0,3.0,Tunde Balogun,11.0,2025-01-20 20:22:15.403,14:47:00,24.0,Poor,2.0,Completed
87.0,3.0,Tunde Balogun,11.0,2024-10-26 20:22:15.403,09:50:00,27.0,Average,3.0,Completed
88.0,3.0,Tunde Balogun,11.0,2024-07-29 20:22:15.403,17:11:00,9.0,Good,4.0,Completed
89.0,3.0,Tunde Balogun,11.0,2024-03-18 20:22:15.403,10:50:00,3.0,Good,4.0,Completed
90.0,10.0,Chinedu Opara,12.0,2024-09-10 20:22:15.403,19:48:00,29.0,Good,4.0,Completed
91.0,10.0,Chinedu Opara,12.0,2025-02-24 20:22:15.403,19:46:00,6.0,Average,3.0,Completed
92.0,10.0,Chinedu Opara,12.0,2024-04-26 20:22:15.403,10:29:00,9.0,Average,3.0,Completed
93.0,10.0,Chinedu Opara,12.0,2024-06-15 20:22:15.403,14:01:00,12.0,Excellent,5.0,Completed
94.0,10.0,Chinedu Opara,12.0,2024-07-24 20:22:15.403,08:59:00,20.0,Excellent,5.0,Completed
95.0,10.0,Chinedu Opara,12.0,2024-07-21 20:22:15.403,16:27:00,4.0,Excellent,5.0,Completed
96.0,10.0,Chinedu Opara,12.0,2024-12-14 20:22:15.403,10:32:00,19.0,Good,4.0,Completed
97.0,10.0,Chinedu Opara,12.0,2024-04-25 20:22:15.403,19:06:00,8.0,Average,3.0,Completed
98.0,10.0,Chinedu Opara,12.0,2024-04-23 20:22:15.403,08:52:00,19.0,Average,3.0,Completed
99.0,16.0,Chika Umeh,13.0,2024-10-22 20:22:15.403,16:49:00,20.0,Very Poor,1.0,Completed
100.0,16.0,Chika Umeh,13.0,2024-12-06 20:22:15.403,16:26:00,29.0,Excellent,5.0,Completed
101.0,16.0,Chika Umeh,13.0,2024-11-25 20:22:15.403,18:49:00,22.0,Very Poor,1.0,Completed
102.0,16.0,Chika Umeh,13.0,2024-03-29 20:22:15.403,19:18:00,22.0,Excellent,5.0,Completed
103.0,16.0,Chika Umeh,13.0,2024-08-07 20:22:15.403,12:59:00,7.0,Very Poor,1.0,Completed
104.0,16.0,Chika Umeh,13.0,2024-04-13 20:22:15.403,09:54:00,2.0,Excellent,5.0,Completed
105.0,16.0,Chika Umeh,13.0,2024-06-07 20:22:15.403,17:50:00,23.0,Good,4.0,Completed
106.0,5.0,Obinna Eze,14.0,2024-05-31 20:22:15.403,19:27:00,6.0,Good,4.0,Completed
107.0,5.0,Obinna Eze,14.0,2024-08-11 20:22:15.403,15:08:00,24.0,Poor,2.0,Completed
108.0,5.0,Obinna Eze,14.0,2024-06-01 20:22:15.403,14:33:00,20.0,Excellent,5.0,Completed
109.0,5.0,Obinna Eze,14.0,2024-08-08 20:22:15.403,19:32:00,16.0,Very Poor,1.0,Completed
110.0,5.0,Obinna Eze,14.0,2024-12-15 20:22:15.403,17:07:00,14.0,Poor,2.0,Completed
111.0,5.0,Obinna Eze,14.0,2024-11-16 20:22:15.403,18:13:00,11.0,Good,4.0,Completed
112.0,5.0,Obinna Eze,14.0,2024-09-18 20:22:15.403,14:26:00,8.0,Poor,2.0,Completed
113.0,5.0,Obinna Eze,14.0,2024-11-26 20:22:15.403,18:25:00,21.0,Very Poor,1.0,Completed
114.0,1.0,Emeka Okafor,15.0,2024-10-14 20:22:15.403,19:25:00,9.0,Poor,2.0,Completed
115.0,1.0,Emeka Okafor,15.0,2024-06-12 20:22:15.403,13:31:00,22.0,Poor,2.0,Completed
116.0,1.0,Emeka Okafor,15.0,2025-03-03 20:22:15.403,08:08:00,21.0,Excellent,5.0,Completed
117.0,1.0,Emeka Okafor,15.0,2025-02-22 20:22:15.403,18:43:00,4.0,Poor,2.0,Completed
118.0,1.0,Emeka Okafor,15.0,2024-09-13 20:22:15.403,09:18:00,14.0,Excellent,5.0,Completed
119.0,1.0,Emeka Okafor,15.0,2024-06-08 20:22:15.403,15:42:00,25.0,Excellent,5.0,Completed
120.0,1.0,Emeka Okafor,15.0,2024-12-05 20:22:15.403,17:07:00,24.0,Very Poor,1.0,Completed
121.0,1.0,Emeka Okafor,15.0,2024-07-13 20:22:15.403,16:55:00,3.0,Excellent,5.0,Completed
122.0,1.0,Emeka Okafor,15.0,2024-09-16 20:22:15.403,11:14:00,10.0,Poor,2.0,Completed
123.0,5.0,Obinna Eze,16.0,2024-08-14 20:22:15.403,12:31:00,12.0,Excellent,5.0,Completed
124.0,5.0,Obinna Eze,16.0,2024-10-11 20:22:15.403,08:30:00,24.0,Good,4.0,Completed
125.0,5.0,Obinna Eze,16.0,2024-03-10 20:22:15.403,16:48:00,11.0,Average,3.0,Completed
126.0,5.0,Obinna Eze,16.0,2024-09-04 20:22:15.403,15:34:00,28.0,Average,3.0,Completed
127.0,5.0,Obinna Eze,16.0,2024-06-29 20:22:15.403,13:50:00,9.0,Good,4.0,Completed
128.0,5.0,Obinna Eze,16.0,2024-05-27 20:22:15.403,10:59:00,27.0,Average,3.0,Completed
129.0,5.0,Obinna Eze,16.0,2025-02-04 20:22:15.403,12:55:00,4.0,Very Poor,1.0,Completed
130.0,5.0,Obinna Eze,16.0,2024-05-29 20:22:15.403,08:55:00,9.0,Good,4.0,Completed
131.0,5.0,Obinna Eze,16.0,2024-11-09 20:22:15.403,13:25:00,15.0,Very Poor,1.0,Completed
132.0,16.0,Chika Umeh,17.0,2024-12-30 20:22:15.403,16:17:00,28.0,Very Poor,1.0,Completed
133.0,16.0,Chika Umeh,17.0,2024-09-04 20:22:15.403,14:26:00,24.0,Average,3.0,Completed
134.0,16.0,Chika Umeh,17.0,2025-02-21 20:22:15.403,18:10:00,11.0,Excellent,5.0,Completed
135.0,16.0,Chika Umeh,17.0,2024-06-23 20:22:15.403,16:58:00,26.0,Excellent,5.0,Completed
136.0,16.0,Chika Umeh,17.0,2024-12-15 20:22:15.403,18:49:00,24.0,Very Poor,1.0,Completed
137.0,16.0,Chika Umeh,17.0,2024-09-14 20:22:15.403,14:28:00,18.0,Excellent,5.0,Completed
138.0,16.0,Chika Umeh,17.0,2024-07-21 20:22:15.403,13:53:00,23.0,Very Poor,1.0,Completed
139.0,16.0,Chika Umeh,17.0,2024-05-24 20:22:15.403,12:40:00,2.0,Poor,2.0,Completed
140.0,16.0,Chika Umeh,17.0,2024-06-20 20:22:15.403,08:19:00,22.0,Good,4.0,Completed
141.0,17.0,Rasheed Lawal,18.0,2024-09-21 20:22:15.403,11:01:00,24.0,Average,3.0,Completed
142.0,17.0,Rasheed Lawal,18.0,2024-06-04 20:22:15.403,14:38:00,29.0,Excellent,5.0,Completed
143.0,17.0,Rasheed Lawal,18.0,2024-05-24 20:22:15.403,14:05:00,19.0,Good,4.0,Completed
144.0,17.0,Rasheed Lawal,18.0,2025-03-03 20:22:15.403,08:18:00,29.0,Good,4.0,Completed
145.0,17.0,Rasheed Lawal,18.0,2024-10-25 20:22:15.403,15:23:00,12.0,Good,4.0,Completed
146.0,17.0,Rasheed Lawal,18.0,2024-03-16 20:22:15.403,09:11:00,11.0,Good,4.0,Completed
147.0,17.0,Rasheed Lawal,18.0,2025-03-02 20:22:15.403,10:17:00,17.0,Excellent,5.0,Completed
148.0,17.0,Rasheed Lawal,18.0,2024-12-10 20:22:15.403,13:24:00,8.0,Poor,2.0,Completed
149.0,17.0,Rasheed Lawal,18.0,2024-10-20 20:22:15.403,11:13:00,20.0,Very Poor,1.0,Completed
150.0,3.0,Tunde Balogun,19.0,2024-12-21 20:22:15.403,19:15:00,7.0,Poor,2.0,Completed
151.0,3.0,Tunde Balogun,19.0,2024-04-19 20:22:15.403,18:48:00,27.0,Good,4.0,Completed
152.0,3.0,Tunde Balogun,19.0,2025-01-07 20:22:15.403,10:43:00,22.0,Excellent,5.0,Completed
153.0,3.0,Tunde Balogun,19.0,2025-01-07 20:22:15.403,19:16:00,12.0,Good,4.0,Completed
154.0,3.0,Tunde Balogun,19.0,2024-03-12 20:22:15.403,16:21:00,19.0,Poor,2.0,Completed
155.0,3.0,Tunde Balogun,20.0,2024-06-29 20:22:15.403,15:53:00,14.0,Poor,2.0,Completed
156.0,3.0,Tunde Balogun,20.0,2024-06-06 20:22:15.403,15:42:00,24.0,Poor,2.0,Completed
157.0,3.0,Tunde Balogun,20.0,2024-05-31 20:22:15.403,18:36:00,3.0,Average,3.0,Completed
158.0,3.0,Tunde Balogun,20.0,2024-11-28 20:22:15.403,17:53:00,11.0,Poor,2.0,Completed
159.0,3.0,Tunde Balogun,20.0,2024-12-22 20:22:15.403,10:01:00,18.0,Poor,2.0,Completed
160.0,3.0,Tunde Balogun,20.0,2025-02-16 20:22:15.403,18:02:00,14.0,Poor,2.0,Completed
161.0,3.0,Tunde Balogun,20.0,2024-06-20 20:22:15.403,12:07:00,27.0,Excellent,5.0,Completed
162.0,3.0,Tunde Balogun,20.0,2024-10-09 20:22:15.403,14:15:00,29.0,Poor,2.0,Completed
163.0,3.0,Tunde Balogun,20.0,2024-07-29 20:22:15.403,10:48:00,16.0,Average,3.0,Completed
164.0,3.0,Tunde Balogun,20.0,2024-03-27 20:22:15.403,08:03:00,14.0,Good,4.0,Completed
165.0,5.0,Obinna Eze,21.0,2024-10-04 20:22:15.403,16:25:00,24.0,Average,3.0,Completed
166.0,5.0,Obinna Eze,21.0,2024-04-24 20:22:15.403,12:44:00,12.0,Poor,2.0,Completed
167.0,5.0,Obinna Eze,21.0,2024-10-25 20:22:15.403,14:15:00,28.0,Average,3.0,Completed
168.0,5.0,Obinna Eze,21.0,2024-09-27 20:22:15.403,14:48:00,22.0,Excellent,5.0,Completed
169.0,5.0,Obinna Eze,21.0,2024-04-29 20:22:15.403,19:48:00,1.0,Excellent,5.0,Completed
170.0,11.0,Kemi Adebanjo,22.0,2024-03-09 20:22:15.403,08:54:00,27.0,Very Poor,1.0,Completed
171.0,11.0,Kemi Adebanjo,22.0,2024-10-27 20:22:15.403,14:50:00,27.0,Poor,2.0,Completed
172.0,11.0,Kemi Adebanjo,22.0,2024-08-22 20:22:15.403,12:46:00,3.0,Poor,2.0,Completed
173.0,11.0,Kemi Adebanjo,22.0,2024-05-16 20:22:15.403,11:54:00,17.0,Poor,2.0,Completed
174.0,11.0,Kemi Adebanjo,22.0,2024-12-12 20:22:15.403,08:43:00,22.0,Average,3.0,Completed
175.0,11.0,Kemi Adebanjo,22.0,2024-06-27 20:22:15.403,09:27:00,27.0,Excellent,5.0,Completed
176.0,11.0,Kemi Adebanjo,22.0,2024-12-05 20:22:15.403,12:56:00,18.0,Poor,2.0,Completed
177.0,11.0,Kemi Adebanjo,22.0,2025-01-05 20:22:15.403,08:25:00,24.0,Poor,2.0,Completed
178.0,11.0,Kemi Adebanjo,22.0,2025-01-25 20:22:15.403,09:58:00,17.0,Very Poor,1.0,Completed
179.0,11.0,Kemi Adebanjo,22.0,2025-01-30 20:22:15.403,11:37:00,26.0,Excellent,5.0,Completed
180.0,5.0,Obinna Eze,23.0,2024-05-19 20:22:15.403,14:34:00,6.0,Good,4.0,Completed
181.0,5.0,Obinna Eze,23.0,2024-10-15 20:22:15.403,09:51:00,19.0,Good,4.0,Completed
182.0,5.0,Obinna Eze,23.0,2025-01-02 20:22:15.403,17:33:00,12.0,Poor,2.0,Completed
183.0,5.0,Obinna Eze,23.0,2025-03-04 20:22:15.403,14:27:00,14.0,Very Poor,1.0,Completed
184.0,5.0,Obinna Eze,23.0,2025-02-04 20:22:15.403,14:46:00,8.0,Average,3.0,Completed
185.0,5.0,Obinna Eze,23.0,2024-07-13 20:22:15.403,12:45:00,22.0,Good,4.0,Completed
186.0,5.0,Obinna Eze,23.0,2024-11-09 20:22:15.403,08:52:00,26.0,Very Poor,1.0,Completed
187.0,5.0,Obinna Eze,23.0,2024-08-04 20:22:15.403,11:07:00,5.0,Average,3.0,Completed
188.0,5.0,Obinna Eze,23.0,2024-07-23 20:22:15.403,09:13:00,24.0,Very Poor,1.0,Completed
189.0,2.0,Chioma Nwosu,24.0,2024-06-03 20:22:15.403,11:51:00,29.0,Excellent,5.0,Completed
190.0,2.0,Chioma Nwosu,24.0,2024-07-03 20:22:15.403,17:44:00,19.0,Very Poor,1.0,Completed
191.0,2.0,Chioma Nwosu,24.0,2025-01-20 20:22:15.403,08:03:00,10.0,Poor,2.0,Completed
192.0,2.0,Chioma Nwosu,24.0,2024-07-17 20:22:15.403,08:03:00,22.0,Poor,2.0,Completed
193.0,2.0,Chioma Nwosu,24.0,2024-07-06 20:22:15.403,11:12:00,15.0,Good,4.0,Completed
194.0,2.0,Chioma Nwosu,24.0,2024-04-26 20:22:15.403,15:57:00,14.0,Average,3.0,Completed
195.0,17.0,Rasheed Lawal,25.0,2025-01-11 20:22:15.403,11:28:00,19.0,Good,4.0,Completed
196.0,17.0,Rasheed Lawal,25.0,2024-08-12 20:22:15.403,15:01:00,11.0,Poor,2.0,Completed
197.0,17.0,Rasheed Lawal,25.0,2024-09-19 20:22:15.403,17:32:00,4.0,Poor,2.0,Completed
198.0,17.0,Rasheed Lawal,25.0,2024-12-07 20:22:15.403,16:06:00,29.0,Average,3.0,Completed
199.0,17.0,Rasheed Lawal,25.0,2024-04-30 20:22:15.403,12:19:00,19.0,Excellent,5.0,Completed
200.0,17.0,Rasheed Lawal,25.0,2024-12-14 20:22:15.403,09:12:00,28.0,Average,3.0,Completed
201.0,17.0,Rasheed Lawal,25.0,2025-02-28 20:22:15.403,13:59:00,13.0,Excellent,5.0,Completed
202.0,17.0,Rasheed Lawal,25.0,2024-07-10 20:22:15.403,13:30:00,26.0,Poor,2.0,Completed
203.0,11.0,Kemi Adebanjo,26.0,2025-01-06 20:22:15.403,16:09:00,11.0,Excellent,5.0,Completed
204.0,11.0,Kemi Adebanjo,26.0,2024-06-24 20:22:15.403,13:33:00,12.0,Good,4.0,Completed
205.0,11.0,Kemi Adebanjo,26.0,2024-04-05 20:22:15.403,16:15:00,18.0,Very Poor,1.0,Completed
206.0,11.0,Kemi Adebanjo,26.0,2024-06-13 20:22:15.403,18:41:00,24.0,Poor,2.0,Completed
207.0,11.0,Kemi Adebanjo,26.0,2024-09-25 20:22:15.403,14:19:00,3.0,Very Poor,1.0,Completed
208.0,11.0,Kemi Adebanjo,26.0,2024-11-22 20:22:15.403,10:14:00,11.0,Excellent,5.0,Completed
209.0,20.0,Adewale Ogunleye,27.0,2024-11-21 20:22:15.403,19:35:00,8.0,Average,3.0,Completed
210.0,20.0,Adewale Ogunleye,27.0,2024-08-09 20:22:15.403,13:51:00,6.0,Good,4.0,Completed
211.0,20.0,Adewale Ogunleye,27.0,2024-10-17 20:22:15.403,15:07:00,16.0,Excellent,5.0,Completed
212.0,20.0,Adewale Ogunleye,27.0,2024-04-08 20:22:15.403,16:04:00,25.0,Very Poor,1.0,Completed
213.0,20.0,Adewale Ogunleye,27.0,2024-04-09 20:22:15.403,14:00:00,25.0,Excellent,5.0,Completed
214.0,4.0,Aisha Mohammed,28.0,2025-01-26 20:22:15.403,14:13:00,10.0,Very Poor,1.0,Completed
215.0,4.0,Aisha Mohammed,28.0,2024-11-22 20:22:15.403,19:47:00,24.0,Poor,2.0,Completed
216.0,4.0,Aisha Mohammed,28.0,2024-10-24 20:22:15.403,11:43:00,12.0,Very Poor,1.0,Completed
217.0,4.0,Aisha Mohammed,28.0,2024-03-19 20:22:15.403,08:07:00,20.0,Good,4.0,Completed
218.0,4.0,Aisha Mohammed,28.0,2024-09-20 20:22:15.403,11:13:00,22.0,Poor,2.0,Completed
219.0,4.0,Aisha Mohammed,28.0,2024-11-02 20:22:15.403,08:16:00,10.0,Excellent,5.0,Completed
220.0,4.0,Aisha Mohammed,28.0,2025-03-01 20:22:15.403,19:26:00,3.0,Excellent,5.0,Completed
221.0,4.0,Aisha Mohammed,28.0,2024-06-10 20:22:15.403,14:55:00,19.0,Poor,2.0,Completed
222.0,4.0,Aisha Mohammed,28.0,2025-02-25 20:22:15.403,18:50:00,21.0,Excellent,5.0,Completed
223.0,10.0,Chinedu Opara,29.0,2024-04-23 20:22:15.403,15:05:00,12.0,Good,4.0,Completed
224.0,10.0,Chinedu Opara,29.0,2024-05-07 20:22:15.403,16:19:00,15.0,Very Poor,1.0,Completed
225.0,10.0,Chinedu Opara,29.0,2024-10-20 20:22:15.403,14:38:00,8.0,Average,3.0,Completed
226.0,10.0,Chinedu Opara,29.0,2024-10-24 20:22:15.403,08:32:00,25.0,Average,3.0,Completed
227.0,10.0,Chinedu Opara,29.0,2024-10-01 20:22:15.403,18:05:00,27.0,Excellent,5.0,Completed
228.0,10.0,Chinedu Opara,29.0,2025-01-11 20:22:15.403,10:26:00,18.0,Excellent,5.0,Completed
229.0,10.0,Chinedu Opara,29.0,2025-02-22 20:22:15.403,09:23:00,18.0,Good,4.0,Completed
230.0,10.0,Chinedu Opara,29.0,2024-04-14 20:22:15.403,09:46:00,19.0,Excellent,5.0,Completed
231.0,19.0,Felix Odion,30.0,2025-02-09 20:22:15.403,13:55:00,24.0,Average,3.0,Completed
232.0,19.0,Felix Odion,30.0,2025-01-18 20:22:15.403,17:30:00,20.0,Poor,2.0,Completed
233.0,19.0,Felix Odion,30.0,2024-05-07 20:22:15.403,08:19:00,3.0,Average,3.0,Completed
234.0,19.0,Felix Odion,30.0,2024-03-21 20:22:15.403,11:16:00,29.0,Average,3.0,Completed
235.0,19.0,Felix Odion,30.0,2024-10-09 20:22:15.403,18:18:00,27.0,Poor,2.0,Completed
236.0,10.0,Chinedu Opara,31.0,2024-05-12 20:22:15.403,16:35:00,6.0,Poor,2.0,Completed
237.0,10.0,Chinedu Opara,31.0,2025-01-14 20:22:15.403,14:41:00,8.0,Excellent,5.0,Completed
